,RECIPE_ID,RECIPE_NM_KO,SUMRY,COOKING_TIME,QNT,LEVEL_NM,IMG_URL
197,1666626,닭곰탕,진한 국물의 닭곰탕입니다.,90분이내,4인분,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/28/772dee1e559ede4acf84de96e8832bb4.jpg
198,4730680,대합미역국,국물맛이 일품인 대합미역국입니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/3a0487f704fae23b373ff09cd4303af8.jpg
199,2380465,동태국,국물맛을 뽐내는 시원하고 얼큰한 동태국입니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/ec941a57457505146bb61c2bb0a629f7.jpg
200,2398182,미역된장국,오늘의 요리는 뜨끈 뜨끈 담백한 국물맛이 일품인 미역된장국이예요. 몸에 좋은 미역과 된장~ 그리고 두부까지 넣은 건강한 국이랍니다.,15분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/558da30eb062bbc1997a681e3ea8fa96.jpg
201,1935583,미역오이냉국,조미료가 들어가지 않은 깔끔하고 시원한 오이미역냉국 만들어 볼께요.,30분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/03/81c20a03c6ca5d43f07cebfc843b8d95.jpg
202,1680042,배추된장국,건더기 듬뿍 퍼서 밥쪼금 말아 먹어도 든든한 배추국입니다.,30분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/b76504861ee1d4d603edfa6a6db0fe04.jpg
203,1697618,뼈해장국,뜨끈한 뚝배기 뼈다귀해장국 만들어 봤어요. 무작정 핏물부터 빼면서 인터넷 찾아봤는데 만드는법도 가지각색  그냥 제 마음대로 만들어봤답니다.,2시간이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/28/673d2e8dac0f4cc2248b05f22930f6c5.jpg
204,6016644,사골국,구수하고 깔끔한 국물이 일품인 사골국 떡국  만두국끓일 때 부대찌개  청국장 끓일때 요긴히 쓸 사골국이랍니다.,2시간이상,,고급,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/04/7f123acf5aaa83030f291dc4ddab05c01.jpg
205,2549270,새우미역국,미리준비하면 10분만에 미역국 끓일수있다,10분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/14/ead4a20e337f04195accb61c1b20212f.jpg
206,793400,새우탕,맑은 국은 돌쟁이 호윤군까지 두루두루 맛있게 먹을수 있기에 요즘은 맑은탕을 주로 끓이려고 하거든요~ 한그릇에 푸짐하게 만들수 없는 국이 없을까 고민하다가 냉장고를 털어서 새우탕을 끓이기로 했어요~,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/9ad00f403d2478824d906eefded0811b.jpg
207,1025554,쇠고기미역국,정성들여 푹 끓인 쇠고기 미역국입니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/27/1b71738b7905e5c9f3e296a02a462a3c.jpg
208,6925166,순두부달걀탕,순두부와 달걀로 부드럽고 저자극적인 건강식단으로  쉽고간단/초스피드로 만들기 좋아요,15분이내,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2020/01/17/84b0cc620688ab520e746edfa12cd7791.jpg
209,1086069,쑥된장국,쑥 국은 끓이기가 정말 쉬워요. 그래서 제목을 정하면서.. 초간단 쑥국이라고 할까?? 하다가 초간단이라는 말이 좀 식상한 듯 하여..ㅎㅎ '거저먹는 쑥 된장국'이라고 적었어요.,15분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/ef54f17c7ca838d1557760b5225b4a60.jpg
210,3060622,아욱된장국,정말 실패 없을 정도로 쉽고!! 누구나 만들어도 맛 조절을 쉽게 잘 할 수 있는 아욱 된장국을 끓였어요,15분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/a9db91c9868e89b0a420dfe72c360ed4.jpg
211,6869960,애호박된장국,국물이 어찌나 개운하고 맛있던지 역시 국물요리엔 육수가 중요하긴 해요  전엔 파 다듬어 여러 가지 용도로 보관하면서 무심코 버렸던 파뿌리가  몸에도 좋고  육수를 내줄 때는 깊은 맛을 준다고 해요  알고 난 뒤에는 파한단 사 오고 나면  알뜰하게 버리지 않고 보관했다 육수 낼 때 꼭 사용한답니다 ,30분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2017/05/18/a7d689dcd12410f81e518fceaa1309c71.jpg
212,6933235,얼갈이배춧국,냉장고에 먹다 남은 얼갈이 배추로 칼칼하고  시원한 얼갈이 배춧국을 끓여 봤습니다. 매 끼니때 마다 국은 필수인 남편을 위해 급하게 끓였지만 맛은 괜찮아요 ㅎ ,30분이내,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2020/05/17/9e96efd0c47d863f909812e1e95198761.jpg
213,1655442,오징어국,얼큰하고 시원한 오징어국입니다.,30분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/c2a0976abfaea7addfbbc1fe3b7247a3.jpg
214,1046159,우거지된장국,깔끔하고 구수한 우거지된장국입니다.,30분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/21/cb1b5b5f4c7f8e8d01a8cf977ce34ce2.jpg
215,1587429,콩나물국,맑은 국물이 더욱 시원한 맛을 선사합니다.,15분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/27/6b6f795d2600222a0f94e7435c5eb26f.jpg
216,6934885,콩나물된장국,비가 오는날  뜨끈뜨끈한 국물생각 ^.^ 밥 말아서 한그릇 뚝딱! 오늘저녁 구수한 콩나물된장국 어떠세요?,,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2020/06/23/5255d842f5f7b2f9f5b7b28a7890af3a1.jpg
217,5256531,토란국,다이어트식품으로 좋은 토란국 끓이는법 소개합니다.,60분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/05/398106accfa8031a72883f57d14601b71.jpg
218,5245842,호박잎된장국,식이섬유소가 풍부한 연하고 부드러운 호박잎과 단백질이 풍부한 된장으로 끓인 뜨끈한 된장국,,,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/18/564ea9057b933b52b458c301fc8eab2e1.jpg
219,6864983,홍합무국,시원하고 깔끔한 홍합뭇국,30분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2017/02/08/ccda614d54ac8dea4c8ffab808132f0d1.jpg
220,5493357,사골만두국,국물이 진하고 뜨끈한 만두국,,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/09/ddbb564435f58a83fd6adc233491c46a1.jpg
221,6862045,마라탕,마라탕은 특유의 향신료 향이 나는 중국요리로  맛은 혀가 얼얼해지도록 매콤한 것이 특징입니다.  대림시장에 있는 식품점에서 사온 마라탕 소스로 손쉽게 만들어보았습니다. ,10분이내,5인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2016/12/02/e79538c6203f380639640c56a273a0851.jpg
222,6845695,게국지,간장게장과 묵은지를 이용해서 손쉽게 맛을 내는 게국지!!!,60분이내,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2016/03/31/eb85538ae12f62711d92ec6772e6950f1.jpg
223,6880753,곰치국,부드럽고 탱탱한 식감을 가진 곰치. 생선들 중에 1위를 차지할만큼 부들부들한 식감을 가졌답니다!! 그런데 맛자체는 담백하기때문에. 이것만 먹으면 좀 심심할 수 있는데. 이렇게 묵은 김치  국물과 무를 넣으니 질리지 않고 맛있게 즐길 수 있답니다.,30분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/10/4942630ce13fc837544e23017be6838c1.jpg
224,1688516,굴국밥,국물이 시원한게 맑은 국으로 아주 좋았어요. 몸에도 좋은 굴국밥 만들기도 쉬우니까 한번 잡숴 보세요.,30분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/26/e0b5af3c872b2942a4e67aece56e69f3.jpg
225,3364816,김치국,김장김치 맛있게 성공하셨어요? 저의집 김치냉장고속에 김치들...맛있게 익고 있는데요. 올해 여러번 김장김치 담근것중에 한통이 맛이 좀 덜해요. 그때 부랴부랴 담근다고 부재료 양을 적게 했더니 확실히 시원한 맛이 덜하더라고요. 그래서 그 김치로 찌개  볶음을 만들어먹는데요. 오늘은 김칫국을 여러가지 만들어봤습니다. 혹 집에 물러지거나 맛이 좀 덜한 김장김치가 있다면 김칫국 한번 만들어보세요~~,60분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/04/3db749f30b796e5818b7655c4cbfa84f.jpg
226,6921590,떡만둣국,11월이 되었는데 1일과 2일은 요리포스팅을 못했네요. 이틀 연달아서 서울나들이를 했더니 너무 피곤해서 못했답니다. 오늘 아침에 일어나는데 어찌나 몸이 찌뿌둥한지 노는 건 즐거운데 체력이 받쳐주질 않네요. 밥하기 싫어서 뭉그적 거리다가 내 배가 고파서 떡만둣국을 끓여봤답니다. 1일날 해먹으려고 사놓았는데 오늘 해먹었어요~,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2019/11/03/fdb5bf55ab983cbee8bd3abfa3a517b71.jpg
227,972470,매생이국,이 메생이는 우주식품으로 지정될 정도로 식물성 고단백식품인데요. 건강에 좋은 강알카리성이고 비타민 미네랄이 풍부해서 간에 좋다고합니다. 저칼로리라 다이어트에도 좋고요. 피부미용  그리고 허약한 분들의 피로회복에 좋다니 간단히 만드는 메생이국 즐겨보세요.,30분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/a4694ecf9e302e67a2d11106fd4e2d9e.jpg
228,2509072,무된장국,무 특유의 시원함과 된장의 구수함이 잘 어우러져서 은근 끌린다고 해야 되나요? 암튼 부담없이 한 끼 먹기에 적당한 것 같아요.,30분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/05/7fecc594a4689898d4a39f86db59f4bd.jpg
229,1732198,바지락조개국,뚝딱 끓여 아침상에  혹은 매운 요리와 함께 먹을때 더욱 맛깔나는 조개국이에요. 콩나물도 넣을까 하다가 손이 많이 간다는 귀차니즘으로 그냥 두부만 넣어서 아주 간단하게 끓여보았어요.,30분이내,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/25/fd53e7cc72b1541f52287b9c08c589bd.jpg
230,3153237,뼈다귀해장국,뼈오독오독발라먹어가며 살바르는재미에 . 요등뼈를해먹는데..ㅎ 사드시지말고 ^^집에서 해드세요~~,90분이내,,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/23/137adc33cda14c997c15d9fa2eb4af1d1.jpg
231,1826505,선지해장국,선지해장국을 집에서 끓여보겠습니다.,2시간이내,6인분이상,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/31/d6864bc5be5a1923d0b86a0b549deeb0.jpg
232,931629,소고기미역국,담백한 소고기미역국입니다.,2시간이상,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/30/363c56c97fa33bc4f8957790953ec3ee.jpg
233,1779149,순대국,속이 든든해지고 확 풀리는 순대국 만들기입니다. ,30분이내,2인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/0e487b4c7086c122a2105a6e064718f1.jpg
234,1747042,시래기된장국,구수하고 건강에 좋은 시래기된장국~~ 뜨끈하고 구수한게 맛도 좋지만  비타민과 무기질이 풍부한 식재료라 건강에도 좋답니다.,60분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/25/afc5370cab5ee78c68aa52394fdbe04d.jpg
235,6838607,올갱이국,해장국으로 딱 좋은 시원하고 구수한 올갱이국입니다. 된장 양념으로 끓여 더욱 구수하고 고춧가루를 넣어 칼칼해요. 밥한그릇에 김치한접시와 함께 먹으면 더욱 맛있답니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/11/24/240eaca0c234a733522d3ab40e9b84491.jpg
236,3291304,우거지해장국,시판 사골국물로 쉽게 끓이는 구수한 우거지해장국입니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/9982a31488733ec9562515552dedde85.jpg
237,6901155,우렁된장국,몸레좋은 달래.우렁함께넣은 된장국♡ https://blog.naver.com/yejin1108/221410949056,15분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2018/12/02/a1a85d6f21c160149c16bd7df53b96fd1.jpg
238,6842385,탕국,명절음식중 빠져서는안되는 음식 중 하나가 탕국이죠? 지방마다..집집마다 쓰는 재료가 조금씩차이도나고 많은 재료가 들어가는 국이라 어렵게느껴지는 탕국을 일상에서도 쉽게 만들어드실 수 있도록 레시피를작성하겠습니다~^^,60분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2016/01/31/a38526cc1926287a4bf9ad4623e05c921.jpg
239,1689906,황태해장국,시원한 속풀이 해장국으로 좋은 황태국입니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/27/5e41fc358cbaa9d030baf23674bdf0e8.jpg
240,2381775,갈낙탕,갈비탕과는 달리 시원한 끝맛과 연포탕에서는 느낄 수 없는 갈비탕의 고소하고 진한 육수의 맛~ 갈비만으로  낙지만으로는 낼 수 없는 독특한 맛을 갈비와 낙지가 만나 만들어 냈으니 영양과 맛 모두를 잡을 수 있는 환절기 가족 보양식으로 추천드리고 싶어요.,90분이내,,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/05/a45eecf5efe868d48b3759a945d388f9.jpg
241,6940636,광어매운탕,밖에서 비싸게 사먹는 것 보다 집에서 해먹는게 더 싼 광어 매운탕 : ),60분이내,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2020/09/02/add3d7348af6b62de27875db2e18fc6a1.png
242,997268,대구매운탕,보들보들 야들야들~~ 깔끔하고 얼큰한 대구 매운탕입니다.,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/2278c04511a24232b0c3b45cdc133143.jpg
243,4526888,대구지리탕,국물맛이 시원하고 담백한 대구지리탕입니다.,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/a2bb4e19dcde969533e2220e83e686cf.jpg
244,1618973,복지리탕,주문진항에서 큰거 3마리에 3만원 살아있는 복어는 1kg 2만원이라는데 손질이 당연 겁나서 바로바로 손질해놓은 복어 3마리 사왔어요. 얼음넣고 아이스포장해서 왔지요. 오자마자 한마리씩 냉동보관하고 얼큰하고 ~~시원하게 복매운탕을 끓여볼려구요. ~,60분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/c294d33dac5c0ed7886256c05947f0ca.jpg
245,2461334,우럭매운탕,우럭과 함께 매운탕에 들어가는 무  미나리  쑥갓  대파  양파  애호박을 준비하면서 멸치다시마국물에 필요한 재료도 함께 준비해 보았어요.,60분이내,1인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/d0413a5faf47f438ddb01fe7dd738a4f.jpg
246,6879162,전복탕,최근 체중이 줄어 좀 고민입니다. 나이 들어 살이 빠지면 더 늙어 보여서요. (어째 이런 일이~~ 옛날엔 살이 너무 넉넉해서 걱정이었는데...) 격세지감일 뿐입니다.  그런 제게 언니가 추천해 준 음식이 전복탕! 몇년 전  입원으로 잃은 입맛과 활력을 되찾아 준 음식이 바로 전복탕이라네요.  저희 집 가까이에 있는 가락시장에서 싱싱하고 큼지막한 전복을 사왔어요. 남편의 지원금 5만원에 2만원을 보태 10마리에 7만원을 주고 샀지요. ^^*,60분이내,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2017/11/06/741f095463ccb9349dd6c5bcf709aa261.jpg
247,1408665,추어탕,친정 엄마가 여름이 되면 더 자주 끓여 주시는 영양식이 있어요~ 바로 추어탕인데요~ 정말 손 많이 가는 요리지만 출가한 딸들  사위들 먹이시려고 이렇게 정성껏 만들어 주시곤 한답니다.,60분이내,6인분이상,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/31/9536c5256f500b6d3244595bf7b57d6e.jpg
248,1602120,바지락미역국,혈액순환에 좋고 국물이 시원한 바지락 미역국 끓였어요. 미역국은 먹어도 먹어도 질리지 않고 밥 말아 먹으면 든든하고 다이어트식으로도 아주 좋아서 즐겨 먹는답니다~,30분이내,3인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/08/94355b012aa021851e6f432f1a1d4cec.jpg
249,6878740,북어무국,깔끔 션~ 하니 맛나욤. ,30분이내,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2017/10/29/b3a12854c669659508401f627c78d1381.jpg
250,1566424,도토리묵말이,흔히 먹는 도토리묵을 좀더 고급스럽게 만들어보았답니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/29/efaeabd03d9b9b2963c1051804bd8680.jpg
251,675335,도토리묵,횡성장에 가면 꼭 구입하는 말린도토리묵... 시골 할머님이 정갈하게 정성껏 도토리묵을 말려 파시는데.. 이맛이 꼬들꼬들 한게 다 먹고나면 또 다시 생각난답니다.. 근데 조금 비싸다는게 단점..^^ 집에서 말려볼까해서 해 보니 저희집은 말리기가 좀 불편하다는거.. 그래서 또 새로 구입한 오븐에 야채 건조 기능이 있어 해 보려니..흐미..4~6시간 정도 시간소요..전기세 장난아니겠쪄~ㅋㅌ 그래서 할머니가 말린신걸 늘 가믄 구입한답니다.. 대형마트가믄 구매 할수도 있다는데. .원주에선 큰마트가 이마트 딸랑 한곳인데 매번 가는게 번거롭다는.. 이웃님들도 말린 도토리묵에 매력에 함 빠져보세요~ 꼬들꼬들한게 기 막히게 맛나답니다..^^~,60분이내,4인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/58835961d4aab29e61a916065eec56a7.jpg
252,1434375,깍두기,아삭아삭 매콤한 깍두기를 소개합니다~,60분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/31/08207876b89590190252ecee052a2bea.jpg
253,1387465,깻잎김치,매콤한 밥도둑 밤깻잎과 깻잎김치입니다.,60분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/31/95b3a803b5741596df731f57bda01ed3.jpg
254,3563346,돌나물물김치,돌나물의 봄나물중 대표적이 나물중의 하나이기도 한데요 비타민C 칼슘 인이 많아 풍부한무기질이 봄의 나른함을 없애주는 채소입니다.,,,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/04/15/466ec70391a1ac40466c061afded0de21.jpg
255,1867091,배추김치,금방한 따끈한 밥에.. 맛있는 김치만 있으면 반찬걱정 반은 줄어들지요.,2시간이상,6인분이상,고급,https://recipe1.ezmember.co.kr/cache/recipe/2015/07/24/4e895894688359cbd6b378fb41d6f7f0.jpg
256,1515384,얼갈이배추김치,김치 만드는 것 어렵게 생각하지 마시고 한 번 시도해 보세요. 시간이 좀 걸려서 그렇지 생각만큼 어렵지는 않답니다. 다만 집집마다 김치맛이 다르니까 이 레시피가 입맛에 맞지 않을 수는 있어요. 하지만 한 두번 하다보면 입맛에 맞게 양념을 가감하실 수 있으니까 일단 시도해 보세요.,2시간이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/22/8b2eb2473045b839d79a11a62f468b91.jpg
257,1109282,오이김치,,90분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/ed1b1fbc3e735c852895f363a776a4c4.jpg
258,5098371,열무얼갈이김치,열무 얼갈이김치는 일반 배추김치와 다르게 만들기 쉽고 맛 내기도 쉬운 편이기 때문에  김치 초보자들도 쉽게 따라 만들 수 있는 김치입니다.,60분이내,2인분,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/03/5738272fd0517462959991a2af33a94c1.jpg
259,2007911,고구마김치,아삭아삭 씹는맛이 시원하고 맛있는 고구마줄기 김치랍니다. 배추김치만큼 단맛이 있지는 않지만  씹으면 살짝..고구마줄기내의 단맛과 시원한 맛이 여름철별미랍니다.,60분이내,6인분이상,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/18/735979ec9580f3e018cd15993cf628fa.jpg
260,4177623,배깍두기,달콤하고 아삭한 배는 후식으로도 좋지만 깍두기로 담가 먹으면 아삭하면서도 달콤하고 시원한 맛이 좋답니다. 제철농산물 배  부추  새우젓  천일염 등으로 만든 아삭하고 시원한 배깍두기 소개합니다.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/23/7479dcf3c3c5df5108a77a5e3eaf93291.jpg
261,6896318,무말랭이김치,명절에 갈비찜이나 수육  불고기 먹을때 백김치나 나박김치도 좋지만 쌈에 올려 먹을 김치로 무말랭이 만한것도 없지요. 아껴둔 무말랭이를 몽땅 털어 김치양념에 무쳐 무말랭이 김치를 했습니다.,90분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2018/09/21/e02a38d993459f248030899dff14dfd11.jpg
262,781722,간짜장,우리나라 사람 누구나 좋아하지만 정작 집에서 만들기는 꺼려하는 음식이라고나 할까요? 1번째는 중국집 맛을 그대로 내기 어려우니깐. 2번째는 그나마 젤 싸고 저렴한 음식을 구지 집에서 만들 필요가 있을까? 등등의 이유로 집에서 해서 드시길 꺼려들 하시죵. 그래도 일단 이 짜장도 집에서 만들어 드시는 것이 손에 익게되면 이것만큼 쉬운 요리도 없다라는 거.,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/0aeaf7f7b453c6bab1953e7bd7b73f8a.jpg
263,983950,고기만두,두부  부추와 배추  당근까지 재료가 골고루 들어가 있어 그래서 그냥 먹어도 단맛이 돌고 수분도 많고 참 맛이있어는 만두입니다.,60분이내,6인분이상,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/25/126fac73b20db433fb8d71558ca91566.jpg
264,748769,군만두,잡채를 해서 먹다보면 조금씩 남을 때가 있죠? 1~2번 먹다보면 좀 질리기도 하구요. 그래서 후다닥 만두로 변신시켜 봤어요.,30분이내,6인분이상,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/02/b64f1e03c35554c165dce12d4a131c18.jpg
265,1005520,김치만두,오랫만에 친정엄마와 함께 만두를 빚었어요. 제가 어렸을 적엔 그믐날이면 꼭 만두를 빚었는데 연탄난로 위에 큰냄비 올려 놓고 만두를 빚으면서 계속 삶아가면서 먹었던 기억이 나네요.,2시간이상,6인분이상,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/15/fd6b30ba9f907dd143eba3d6a25fcb1c.jpg
266,6881102,떡라면,쫄깃쫄깃한 떡과 꼬들꼬들한 면발의  환상적인 콜라보! 그냥 라면만 먹었을때보다 확실히 속이 더 든든해서 한끼 식사로도 야식으로도 훌륭한  떡라면 맛있게 끓이는 방법 소개할게요.  ,30분이내,1인분,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2017/12/18/292ee289f08331b085c9fe57a5c0e2821.jpg
267,1364193,라면,전날 삼계탕을 해먹고 닭국물이 남았거든요. 집에 사다둔 생라면 넣어 끓여 먹었지용~~,15분이내,1인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/28/9b7beade13159096123aadac689b16f1.jpg
268,3923303,막국수,쫄깃하고 부드러운 닭가슴살과 메밀국수. 싱싱한 야채에 기가막히게 맛난 양념까지 더해지니 두말 필요 없습니다. 쟁반 막국수 만들어 볼게요.,30분이내,2인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/26/5cba13c365f72eab44347b21d5a828dd.jpg
269,689388,만두, ,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/4a9d52a307d67f3357098abb10a18f77.jpg
270,726413,메밀국수,무더운 여름이 더워도 너무 덥네요~ 식욕이 똑!떨어지기 쉬운 때... 시원한 메밀국수 한번 삶아보세요~가다랭이 국물이 깔끔한 시원한 메밀소바..,60분이내,6인분이상,아무나,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/bd7a43d28bdd666050773804e23def48.jpg
271,1631580,물냉면,첫 맛은 은은한 멸치의 향이 입안에 감돌고 멸치의 향이 지나가면 건새우의 은은한 맛이 입 안을 휩싸고 지나가는 물냉면입니다.,2시간이내,6인분이상,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/29/8a639defd15560c58f43bd7a85be9d15.jpg
272,786892,미트볼토마토스파게티,밥이나 스파게티와 잘어울리는 미트볼 소스입니다.,60분이내,1인분,중급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/03/7e9bbd7da6638d5ab94ae11b11a0621b.jpg
273,846860,비빔국수,샐더드 채소가 듬뿍들어가 상큼하고 가볍게 먹기 좋은 국수입니다.,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/27/bff880a8e9021e557599c077ef74c37f.jpg
274,1535666,수제비,포도즙이 들어가서 살짝~ 보라빛이 도네요. 매번 먹는 하얀색의 수제비보다 조금 더 색다르게 즐길 수 있어요. 더불어 포도의 영양도 함께 섭취할 수 있고요.,90분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/04/8042d04a45fbb7816f7c521df0a05f79.jpg
275,6487714,쟁반국수,야채와 면 그리고 양념만 있으면 쟁반국수 만들기 어렵지 않아요~,30분이내,1인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/05/31/2e476551ad4070a0b3b3a6c9d80570571.jpg
276,633250,짜장면,집에서 만든 홈메이드 짜장면 이예요. 사먹은 짜장면보다 푸짐하고 맛있답니다. 채소와 고기를 듬뿍넣었고  옥수수와 계란을 넣어 더욱 고소하고 맛있어요. ,60분이내,4인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/10/28/5a5b924ebfb498a44d14475335e5188e.jpg
277,1062081,짬뽕,비오는 날 더 맛있는 얼큰한 짬뽕입니다.,60분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/6c6327bd22c492db8db3f7674faf296b.jpg
278,627980,칼국수,으슬으슬 추울땐 뜨끈한 칼국수~,30분이내,3인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/08/05/1899da45649fa85b09630c65d908ee8d.jpg
279,732761,콩국수,더운 여름에는 땀이 줄줄 흐르기 마련인데요. 얼음을 동등 떠있는 시원한 콩국물에 국수를 말아먹는 콩국수는 예나 지금이나 입맛이 없고 땀을 많이 흘리게 되는 여름보양식이지요. 콩국물은 자칫 쉽게 상하기 때문에 집에서 직접 만들어 드시면 좋아요.,2시간이상,5인분,초급,https://recipe1.ezmember.co.kr/cache/recipe/2015/06/09/733465162c3632e63e913f77f5e26a83.jpg
280,6854444,회냉면,홍어사서 반은 찜만들고  반은 막걸리 식초에 삭혔다가 홍어 무침만들어 냉면을 만들었습니다,60분이내,4인분,중급,https://recipe1.ezmember.co.kr/cache/recipe/2016/08/11/c76510dcd2b6c57cbfc26c5d40f958521.jpg
